id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
101498,39052,M.G.T.,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
53365,36694,Mac Pro Football,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
180699,209294,MacPlaymate,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114307,41031,Madness,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58343,225339,Mafia,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
41360,143810,Mafia Contract II: The Sequel,"Last year you assassinated a rival gang leader for your Boss, Don Capolla. Since then you have been his personal advisor and bodyguard. Capolla's regime is now being threatened by a powerful gang led by Vito Rossi. Capolla has gone into hiding, but not before putting out a contract on anyone he fears - including you.",1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114417,41695,Magical Kid Wiz,NULL,1986-04-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150825,29033,MagMax,NULL,1986-03-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125008,36862,Mailstrom,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128752,160301,Maison Ikkoku: Omoide no Photograph,NULL,1986-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100747,15255,Major Motion,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65016,36751,Make Your Own Murder Party,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108008,134418,Maltese Cross,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147204,48179,Mappy-Land,NULL,1986-11-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104251,78779,Marksman Shooting & Trap Shooting,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
82155,61847,Marksman Shooting/Trap Shooting/Safari Hunt,NULL,1986-06-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42098,37298,Masque,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122050,15539,Master Ninja,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58130,8159,Masters of the Universe: The Super Adventure,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90174,26436,Max Headroom,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
40753,40564,MaxRPM,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115569,14781,Mean 18: Ultimate Golf,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149603,214776,Mega-Bots,NULL,1986-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88383,37068,Mega-Bucks,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4248,28449,Mermaid Madness,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3722,60171,Meteorite,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
195010,1101,Metroid,NULL,1986-08-06 00:00:00.000,40,NULL,60.0000,2,72.3758,172
67660,28703,Miami Vice,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
178711,7733,Might and Magic: Book One - The Secret of the Inner Sanctum,NULL,1986-06-01 00:00:00.000,2,NULL,NULL,NULL,69.7766,11
187438,40531,Mighty Bomb Jack,NULL,1986-04-24 00:00:00.000,NULL,NULL,NULL,NULL,59.2767,5
120366,205720,Mighty Guy,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187798,48081,Milon's Secret Castle,NULL,1986-11-13 00:00:00.000,NULL,NULL,NULL,NULL,58.9653,11
55297,26379,Mind Walker,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
41109,57875,Mindstone,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83267,47526,Miracle Warriors: Seal of the Dark Lord,NULL,1986-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31693,28469,Mission A.D.,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55393,20990,Mission Elevator,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101073,31183,Mission Omega,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92573,41789,Moai No Hihō,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174801,48423,Mobile Suit Z Gundam: Hot Scramble,NULL,1986-08-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70445,66472,Mobile Suit Zeta Gundam,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80298,47523,Mole Mole,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92911,28485,Molecule Man,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
138992,38583,Momoko 120%,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
86779,41198,Monkey Business,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55153,60660,Monster's Fair,"The game starts with the Shobijin being taken away by an UFO, and saying ""HELP, MOTHRA!"" The game starts with Mothra Larva hatching from an egg. She can shoot webs to stun any monster (except Godzilla and Hedorah). Mothra can walk north, south, west and east, but the screen locks after going up so Mothra cannot go to places that went offscreen. Mothra can only survive 5 hits of minimal damage, and there are only three lives. However, there are hidden power-ups that restore health that need to be shot with web to be revealed and become obtainable. It is possible to get extra lives by scoring 30,000 points.",1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136345,172710,Moon Crystals,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
36441,12448,Moonmist,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
41818,146450,Moonrider,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126125,26421,Movie,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
166484,38580,Mr. Goemon,NULL,1986-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5638,28563,Mr. Puniverse,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129705,37597,Mugen Senshi Valis: The Legend of A Fantasm Soldier,"Yuuko Asou starts another school day as normal. When school ends, it suddenly starts to rain, so Yuuko tries to find refuge. In doing so, she encounters a fellow student, Reiko Kirishima, who talks with her and leaves her with many unanswered questions. Immediately afterward, Yuuko is attacked by a monster but a sword appears which she uses to protect herself. She tries to run home only to see that the entire city is being attacked by monsters. 
 
After defeating them, Queen Valia appears in front of Yuuko telling her that the sword named Valis summoned her to save the dream world, Vecanti, from the claws of the evil emperor Rogles, so she can also save the human world. After being convinced by Valia, Yuuko starts to beat Rogles's generals one by one and get the phantasm jewels they carry, winning new powers. 
 
After beating them, Yuuko goes to Rogles's domains and arrives at his castle only to find that Reiko, who is under under Rogles's control, is guarding the entrance because of her dark emotions. Yuuko fights her and makes her regain consciousness but then Reiko agonizes. Before her death, Reiko tells Yuuko about her bad emotions and her hard life, believing that nobody cared about her, but Yuuko then says her that she truly cares for her and they become friends. Shortly after, Reiko dies in her hands. Then Rogles appears and challenges Yuuko to enter his castle and fight him. Yuuko does so and kills him, enraged by the death of her friend. After this, Yuuko goes home with the presentiment that she will return to Vecanti someday.",1986-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
100042,26216,Mugsy's Revenge,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109278,48815,Murder Club,NULL,1986-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34895,36559,Murder off Miami,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58685,36563,Murder on the Atlantic,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103418,26392,Murder on the Mississippi,"The famous detective Sir Charles Foxworth is taking a holiday on the Mississippi with his servant Regis on the Delta Princess. He's just taking a stroll around the upper deck of the ship when he discovers an open cabin door. Behind it: a dead man. As it turns out, the body of Raleigh Cartwright III. Sir Charles has three days to find the murderer, because then, the ship will reach New Orleans, giving the culprit a safe chance to escape.",1986-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72613,48417,Musashi no Ken: Tadaima Shugyou Chuu,NULL,1986-09-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13676,54591,Mystery of the Nile,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81384,142518,N.E.X.O.R.,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111378,26412,N.O.M.A.D.,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
157567,48416,Nagagutsu wo Haita Neko: Sekai Isshuu 80 Nichi Daibouken,NULL,1986-12-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13057,26288,NAM,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100973,41295,Namida no Soukoban Special,NULL,1986-07-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
192400,40969,Nekketsu Kouha Kunio-kun,NULL,1986-06-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79043,95442,Network,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
87735,26414,Nexus,NULL,1986-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
22331,37329,Night stocker,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
45765,36540,Nightmare Rally,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113536,12837,Ninja,NULL,1986-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
166675,58882,Ninja Hattori-kun,NULL,1986-03-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
44731,48408,Ninja Hattori-kun: Ninja wa Syugyou de Gozaru,NULL,1986-04-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11433,68360,Ninja Kid,NULL,1986-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111716,13021,Ninja Master,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73822,37330,Noboranka,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124473,4369,Nobunaga's Ambition,NULL,1986-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1065,80411,Nocturne,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39084,84264,Nonamed,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102995,28957,Nosferatu the Vampyre,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75611,31182,Nuclear Embargo,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
86969,30213,Nuclear Heist,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97473,30211,Octagon Squad,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173423,14783,Ogre,NULL,1986-12-31 00:00:00.000,NULL,NULL,50.0000,1,NULL,NULL
27178,36655,Olli & Lissa: The Ghost of Shilmore Castle,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81016,28698,Operation Hongkong,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113619,15330,Orbiter,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111634,140450,OrbQuest: The Search for Seven Wards,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
165660,3660,Othello,NULL,1986-11-13 00:00:00.000,NULL,NULL,NULL,NULL,70.3535,8
195039,2051,OutRun,NULL,1986-09-25 00:00:00.000,10,NULL,NULL,NULL,73.7799,62
86574,36860,P.O.D.: Proof of Destruction,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9308,94135,Pacific,NULL,1986-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101392,47198,Painterboy,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113223,58199,Palitron,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9853,128466,Pandemonium,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28673,36675,Panther,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124990,28847,Parallax,NULL,1986-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
124769,15335,Passengers on the Wind,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103072,36592,Patton vs. Rommel,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
192635,37065,Penguin Adventure,NULL,1986-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
133496,26394,Pentagram,NULL,1986-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
121398,15338,Perfect Match,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115803,14424,Phantasie II,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83193,37029,Phantomas,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133645,45344,Phantomas 2,NULL,1986-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
50124,38929,Pirates of the Barbary Coast,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
493,41676,Playball,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90798,14546,Portal,NULL,1986-11-01 00:00:00.000,2,NULL,80.0000,0,83.3322,4
67374,40398,Prebillian,NULL,1986-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158950,18143,Pro Wrestling,"Pro Wrestling it's the video match of the year. A no-holds barred battle between you and a friend, or some of the biggest bruisers this side of Madison Square Garden. Just try to pin The Iron Soldier. Or wiggle away from The Giant Bull. Or just survive the cruel Crusher Brothers. Body slam. Drop kick. Pile drive. You'll even have the notorious German Suplex Hold. All at your command. Go for the title. Mexican League, Pacific League or World League. Whatever you d(), play rough. Play to win.",1986-07-20 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,3
175521,9512,Pro Wrestling,NULL,1986-10-21 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
111686,218385,Pro Yakyuu Family Stadium,NULL,1986-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105177,28956,Prodigy,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88197,28696,Project Nova,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
185916,26285,Psi 5 Trading Company,NULL,1986-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57355,58251,Psi Chess,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57150,13748,Psycastria,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111890,223092,Pub Games,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34852,93586,Puszka Pandory,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123310,28483,Pyracurse,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150759,26413,Quake Minus One,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127656,36677,Quartet,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
98307,23061,Quazatron,NULL,1986-12-31 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
95743,18022,R.B.I. Baseball,NULL,1986-06-01 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
76998,12962,R.M.S. Titanic,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106900,26408,Rad Warrior,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22278,171241,Radical Castle,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66607,40167,Rafflesia,NULL,1986-02-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89365,12963,Rambo: First Blood Part II,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156669,39127,Rambo: First Blood Part II,NULL,1986-11-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59617,3055,Rampage,NULL,1986-12-01 00:00:00.000,6,NULL,NULL,NULL,74.8946,39
46620,5874,Ravenskull,"The player is tasked with entering Baron Strieg's Castle Ravenskull in order to defend the village of Austberg and retrieve a stolen silver crucifix, which has been split into quarters and found on four different levels of the castle. 
 
The player may choose from one of four character types: an Adventurer, a Wizard, a Warrior or an Elf. The choice defines both the graphics for the character's player and the treasure pieces to be collected.",1986-03-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
91476,26479,Rebel Planet,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111324,23078,Rebelstar,NULL,1986-12-31 00:00:00.000,NULL,NULL,80.0000,1,NULL,NULL
77146,28440,Redhawk,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131404,202896,Relics,NULL,1986-04-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104331,191644,Renegade,NULL,1986-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113151,37074,Repton 3,NULL,1986-11-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
110705,37293,Return of the Space Warrior,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5253,40424,Riddle Of Pythagoras,NULL,1986-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25962,2891,Rings of Zilfin,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134209,8097,Road Runner,NULL,1986-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107205,12746,Roadwar 2000,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81102,40422,Robo Wrestle 2001,NULL,1986-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17324,60268,Robobolt,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105712,28709,Robot Rascals,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181228,210807,Rock'n Rage,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
54380,36881,Rogue Trooper,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181244,12846,Rolling Thunder,NULL,1986-12-01 00:00:00.000,1,NULL,NULL,NULL,68.9976,11
158825,219018,Rolling Thunder,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
50730,41727,Romancia: Dragon Slayer Jr.,NULL,1986-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67806,47205,Ronald Rubberduck,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
87344,31181,Room Ten,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12040,137223,Rupert and the Ice Castle,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
166434,6856,Rygar,"The arcade game begins with the following introduction:

4.5 billion years have passed since Earth's creation. Many dominators have ruled in all their glory, but time was their greatest enemy and it defeated their reign. And now a new dominator's reign begins...

Information gleaned from console manuals reveals that the evil being Ligar has taken over the land of Argool, and Rygar, a dead warrior who has risen from his grave, must use his Diskarmor, along with a variety of other weapons, to stop him. In console versions clues and limited dialogue are given in the form of large, sage like men encountered in stone green temples throughout the game.

In the Japanese original, references to ""Ligar"" and ""Rygar"" are one and the same because the Roman syllables ""Li"" and ""Ry"" come from the same Japanese character. In this version, the hero is only referred to as ""The Legendary Warrior"", while both ""Rygar"" and ""Ligar"" refer to the main villain.",1986-12-31 00:00:00.000,2,NULL,NULL,NULL,79.8243,17
84711,8666,S.D.I.,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
98347,36682,S.O.S.,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18582,40418,S.R.D. Mission,NULL,1986-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
54432,26354,Saboteur!,NULL,1986-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
137847,26435,Sai Combat,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31931,1477,Salamander,NULL,1986-07-04 00:00:00.000,4,NULL,72.0000,1,69.9246,25
73543,39061,Samantha Fox Strip Poker,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13794,94847,Samurai,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28695,23045,Sanxion,NULL,1986-12-31 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
26603,55032,Sapiens,NULL,1986-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31300,47214,Scary Monsters,NULL,1986-04-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107044,2856,Scooby-Doo,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170488,72164,Scramble Formation,NULL,1986-04-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6432,12759,Screaming Wings,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78981,28441,Seabase Delta,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99328,38634,Sega Ninja,NULL,1986-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129986,48399,Seikima II: Akuma no Gyakushuu!,NULL,1986-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67584,36918,Sepulcri,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85246,85748,Sgrizam,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123246,15364,Shackled,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
547,12765,Shanghai,NULL,1986-10-01 00:00:00.000,2,NULL,NULL,NULL,89.7856,11
77657,2884,Shard of Spring,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114146,48396,Sherlock Holmes: Hakushaku Reijou Yuukai Jiken,NULL,1986-12-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33610,31188,Sherlock Holmes: The Vatican Cameos,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
186130,42033,Side Arms Hyperdyne,NULL,1986-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
115320,12849,Side Arms: Hyper Dyne,NULL,1986-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
189105,6048,Side Pocket,NULL,1986-06-01 00:00:00.000,2,NULL,NULL,NULL,79.7969,5
114285,159249,Sidewinder,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
161622,36861,Sigma 7,NULL,1986-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119800,15366,Silicon Dreams,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
48119,5437,Silpheed,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27983,142577,Skiing,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105108,17283,Sky Kid Deluxe,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67696,36904,Sky Runner,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179562,37296,Slap Fight,NULL,1986-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22885,40577,Solaris,"The Zylons are back, and are attempting another takeover of the galaxy! Your goal is to destroy all of the Zylon fighters you encounter, rescue cadets that are trapped on Zylon planets, and to find the planet Solaris to protect it from the Zylons. Your spaceship is equipped with a galactic map which can be used to warp to different sectors of the galaxy. The map shows the location of Zylon squadrons, Zylon planets, federation starbases, wormholes, clusters of stars, and Solaris when you find it. By warping to the correct sector, you can battle the numerous types of Zylon fighters to keep them from attacking federation bases and planets. Your spaceship has a limited amount of fuel; when you see the fuel gauge get too low, you will need to warp to a federation starbase to refuel (make sure you leave enough fuel to warp). When flying over a Zylon controlled planet, you will see your cadets on the surface. If you rescue all of the cadets as you fly past, you will receive bonus points and an extra spaceship. The Zylons have many different types of fighters which you will encounter, as well as some narrow corridors with blockades which you will need to clear in order to reach new locations in the galaxy.",1986-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167526,40170,Soldier Girl Amazon,NULL,1986-02-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100364,54717,Soldier of Light,NULL,1986-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80437,28384,Solomon's Key,NULL,1986-07-30 00:00:00.000,2,NULL,NULL,NULL,72.7050,14
18469,47502,Space Camp,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126177,37157,Space M+A+X,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
